STORE_NUM,TYPE,ADDRESS,CITY,POSTCODE,STATE_REGION,STATUS,PHONE,DISTRICT_MANAGER,DM_CONTACT_NUM,HALAL,CAFE,NO_OF_DRIVETHRU,DTD,SET_UP_PRICE
5376,FSDT-Single,239 Mickelkam Road,Tullamarine,3043,VIC,Trading,+61 3 9338 4333,Kapil Kurdia,0403 650 068,0,0,,2DTDD,26.39
5379,Co-Brand-Single,290 Sand Road,Longwarry Westbound,3816,VIC,Trading,+61 3 5629 9763 ,Patrick Amante,0413 236 733,0,0,,1DT,26.39
5381,Co-Brand-Single,"Lot 17, 1340 Hume Highway,  (Cnr Cameron Street) Kalkallo VIC",Kalkallo,3064,VIC,Trading,+61 3 9745 2115,Leslie Banwell,0434 116 146,0,0,,1DT,25.82
5382,Co-Brand-Single,"BP Service Centre, Princess freeway Westbound, Little River VIC ","Little River, West",3211,VIC,Trading,+61 3 5283 1904,Nilson Thomas,0430 567 449,0,0,,1DT,25.82
5380,Co-Brand-Single,"341 Sand Road, Longwarry Eastbound  VIC 3816",Longwarry Eastbound,3816,VIC,Trading,+61 3 5629 9042 ,Patrick Amante,0413 236 733,0,0,,,28.04
5384,FSDT-Single,248 Clyde Road,Berwick,3806,VIC,Trading,+61 3 9702 2466,Patrick Amante,0413 236 733,0,0,,1DT,26.39
8325,DT-Single,955 Wellington Road,Rowville,3178,VIC,Trading,+61 3 9755 8288,Nik Malesevic,0419 977 149,0,0,,1DT,25.82
5383,Co-Brand-Single,"BP Service Centre, Princess freeway Eastbound, Little River VIC ","Little River, East",3211,VIC,Trading, +61 3 5283 1893,Nilson Thomas,0430 567 449,0,0,,,25.82
5385,FSDT-Single,"135-177 Colac Road, Grovedale, VIC, ",Waurn Ponds,3216,VIC,Trading,+61 3 5243 0877,Rebecca Ormond ,401882992,0,0,,,25.82
5386,Co-Brand-Single,"12-62 Cook Street, Port Melbourne - Shell Services Station Westgate",Westgate,3207,VIC,Trading,+61 3 9646 1506,Nilson Thomas,0430 567 449,0,0,,,25.82
5387,Co-Brand-Single,"211 Leakes Road, Truganina VIC ",Truganina,3029,VIC,Trading,+61 3 8353 2257,Nilson Thomas,0430 567 449,1,0,,1DTD,25.82
5388,Co-Brand-Single,"336 ? 346 Bell Street, Pascoe Vale South VIC",Pascoe Vale,3044,VIC,Trading,+61 3 9354 5680,Kapil Kurdia,0403 650 068,0,0,,,28.78
5389,Co-Brand-Single,"555-559 Stephenson Road, Mt Waverly? VIC ",Notting Hill,3149,VIC,Trading,+61 3 9558 6440,Bosco D'Souza,0400 045 697,0,0,,,25.82
5390,Drive Thru,"17-19 Elizabeth St, Melbourne VIC ",Elizabeth Street,3000,VIC,Trading,+61 3 5326 1907,Nicole Phillips,0421 861 696,0,0,,,25.82
5391,FSDT-Dual,"176 Hull Road, Mooroolbark VIC ",Mooroolbark,3138,VIC,Trading,TBC,Megan Medhurst,0432 251 981,0,0,,1DTD,25.82
5394,Co-Brand,914 Skipton St Sebastopol VIC ,Sebastopol,3356,VIC,Trading,+61 3 9614 1753,Nicole Phillips,0421 861 696,0,0,,,25.96
5396,Inline,260 Latrobe St & 368 Elizabeth St Melbourne VIC ,LaTrobe,3000,VIC,Trading,+61 3 9654 0742,Nicole Phillips,0421 861 696,0,0,,,25.82
5397,FSDT-Single,200 Rosamond Rd Maribyrnong VIC ,Highpoint,3132,VIC,Trading,+61 3 9318 4088,Kapil Kurdia,0403 650 068,0,0,,,26.39
5398,FSDT-Single,426-430 Main Street Bairnsdale VIC ,Bairnsdale,3875,VIC,Trading,,Patrick Amante,0413 236 733,0,0,,,25.82
8219,FSDT,34 Ararat Road,Stawell,3380,VIC,Trading,,Nik Malesevic,0419 977 149,0,0,,1DTDD,
8300,Inline,Tullamarine Airport (Domestic),Tullamarine (CA One Melbourne)(Melb Qantas),3043,VIC,Trading,+61 3 9335 2877,Nik Malesevic,0419 977 149,0,0,,,25.82
8302,DT-Single,"218 High St, Golden Square",Bendigo,3550,VIC,Trading,+61 3 5441 3666,Nik Malesevic,0419 977 149,0,0,,,25.82
8303,Drive Thru,471-473 Wyndham Street,Shepparton,3630,VIC,Trading,+61 3 5831 1511,Nik Malesevic,0419 977 149,0,0,,,25.82
8309,DT-Single,Pad Site D Westfield S/Town F/ Gate Narre Warren Rd Nth,Narre Warren (Fountaingate),3805,VIC,Trading,+61 3 9796 0188,Nik Malesevic,0419 977 149,1,0,,,25.82
8310,Drive Thru,120 Argyle Street,Traralgon,3844,VIC,Trading,+61 3 5176 0713,Nik Malesevic,0419 977 149,0,0,,,26.39
8326,Inline,Shop No. 2033 Knox City S/C,Knox City F/CRT,3152,VIC,Trading,+61 3 9837 5091,Nik Malesevic,0419 977 149,0,0,,,25.82
8327,DT-Single,Cnr Corporate Dve & Warrigal Rd,Heatherton,3189,VIC,Trading,+61 3 9558 2209,Nik Malesevic,0419 977 149,0,0,,,25.82
8329,DT-Single,27-35 Gap Road,Sunbury,3429,VIC,Trading,+61 2 9740 9299,Nik Malesevic,0419 977 149,0,0,,,26.39
8330,Drive Thru,286 Frankston - Flinders Road,Frankston East,3199,VIC,Trading,+61 3 5971 5211,Nik Malesevic,0419 977 149,0,0,,,25.82
8332,DT-Single,161-163 Nepean Highway,Mentone,3194,VIC,Trading,+61 3 9584 3531,Nik Malesevic,0419 977 149,0,0,,,25.82
8335,Drive Thru,"Shop FB7, Westfield Food Court, 40 Magid Drive",Narre Warren (Fountaingate),3805,VIC,Trading,+61 3 9704 8622,Nik Malesevic,0419 977 149,0,0,,,25.82
8337,DT-Single,1-9 Belgrave-Hallam Road,Hallam,3803,VIC,Trading,+61 3 9796 3488,Nik Malesevic,0419 977 149,1,0,,,25.82
8339,Inline,"Shop F&B 5, Terminal 2 Airside",Melbourne Airport (Melb Inter Airside),3043,VIC,Temp Closure,+61 3 9297 1600,Nik Malesevic,0419 977 149,0,0,,,25.82
8340,Inline,"Shop 234 Chadstone S/C, 1341 Dandenong Rd ",Chadstone,3148,VIC,Trading,+61 3 9530 9745,Nik Malesevic,0419 977 149,0,0,,,25.82
8341,DT-Single,15 Moore St,Moe,3825,VIC,Trading,+61 3 5127 7686,Nik Malesevic,0419 977 149,0,0,,,25.82
8342,DT-Single,903 Nepean Highway,Moorabbin,3189,VIC,Trading,+61 3 9557 6413,Nik Malesevic,0419 977 149,0,0,,,25.82
8343,DT-Single,"Lot 1-4, 78 Princess Highway",Pakenham,3810,VIC,Trading,+61 3 5941 4030,Nik Malesevic,0419 977 149,0,0,,,25.82
8344,DT-Single,80 Victoria Cross Parade,Wodonga,3690,VIC,Trading,+61 2 6056 5217,Jodie Townley,0402 982 081,0,0,,,25.82
8345,DT-Single,"Service centre, Murray valley Highway, Barnawartha North",Barnawartha,3688,VIC,Trading,+61 2 6026 7277,Nik Malesevic,0419 977 149,0,0,,,25.82
8346,DT-Single,"84-86 Bulla Rd, Bulla, VIC ",Bulla,3428,VIC,Trading,+61 3 9307 1367,Nik Malesevic,0419 977 149,0,0,,,25.82
8347,DT-Single,161 ? 168 Ogilvie Ave,Echuca,3564,VIC,Trading,+61 3 5482 4324,Nik Malesevic,0419 977 149,0,0,,,25.82
8348,FSDT,"440 Cragieburn Rd, Craigieburn ",Craigieburn,3064,VIC,Trading,TBC,Nik Malesevic,0419 977 149,1,0,,,25.82
8349,FSDT,Unit T12 - 515 Hamersley Drive Clyde North,Clyde Nth,3978,VIC,Trading,,Nik Malesevic,0419 977 149,0,1,,1DT,
8350,FSDT,1405 Plenty Road,Mernda,3754,VIC,Trading,,Nik Malesevic,0419 977 149,0,1,,1DT,
9306,DT-Single,Cnr Somerton and Reservoir Rds.,Roxburgh Park,3064,VIC,Trading,+61 3 9303 9199,Nik Malesevic,0419 977 149,1,0,,,25.82
9308,DT-Single,"Lansell Plaza S/Ctr, Calder Highway",Bendigo (Kangaroo Flat),3550,VIC,Trading,+61 3 5447 3777,Nik Malesevic,0419 977 149,0,0,,,25.82
3100,FSDT-Single,382 Scarborough Beach Road,Innaloo,6018,WA,Trading,+61 8 9446 3994,Jacqui Hansen,0417 092 044,0,0,,,26.39
3101,FSDT-Single,2 Wiluna Street,Tuart Hill (Dog Swamp),6060,WA,Trading,+61 8 9242 2460,Rajen Koradia,0411 107 288,0,0,,,26.39
3103,FSDT-Single,Corner Canning Hwy & Murray Road,Palmyra (Melville),6156,WA,Trading,+61 9 9319 1915,Alice Townley,0402 763 560,0,0,,,26.39
3105,FSDT-Single,194 Walter Road,Morley,6062,WA,Trading,+61 8 9276 5560,Todd Gooch,0433 125 107,0,0,,,26.39
3109,FSDT-Single,2272 Albany Highway,Gosnells,6110,WA,Trading,+61 8 9398 7310,Kai Thorpe,0450 958 500,0,0,,,26.39
3110,FSDT-Single,323 Stirling Highway,Claremont,6010,WA,Trading,+61 8 9383 2525,Jacqui Hansen,0417 092 044,0,0,,1DTD,26.39
3113,FSDT-Single,157 Strickland Street,Bunbury,6230,WA,Trading,+61 8 9721 6454,Kellie Garner,0402 296 964,0,0,,,28.78
3114,FSDT-Single,Corner Benningfield Road & South St.,Bullcreek,6149,WA,Trading,+61 8 9310 6330,Todd Gooch,0433 125 107,0,0,,,26.39
3118,FSDT-Single,203 Warwick Road,Duncraig (Glengarry),6023,WA,Trading,+61 8 9447 3755,Rajen Koradia,0411 107 288,0,0,,,26.39
3120,FSDT-Single,"110 Chapman Rd, Geraldton WA ",Geraldton,6530,WA,Trading,+61 8 9921 5933,Rajen Koradia,0411 107 288,0,1,,1DT,26.39
3121,FSDT-Single,"Phoenix Road, Cnr Rockingham Road",Spearwood,6163,WA,Trading,+61 8 9434 1255,Alice Townley,0402 763 560,0,0,,,26.39
3122,FSDT-Single,Corner Beaufort & Vincents St.,Mt Lawley,6050,WA,Trading,+61 8 9227 6318,Rajen Koradia,0411 107 288,0,0,,,26.39
3123,FSDT-Single,300 Benara Road,Beechboro,6062,WA,Trading,+61 8 9377 2250,Todd Gooch,0433 125 107,0,0,,,26.39
3124,Inline,"Carillon Arcade, Shop 25/680 Hay St, Perth WA ",Carillon,6000,WA,Temp Closure,+61 8 9322 4060,Jacqui Hansen,0417 092 044,0,0,,,26.39
3126,FSDT-Single,"Spencer Village Shopping Ctre, Spencer Rd, Perth WA ",Thornlie,6108,WA,Trading,+61 8 9356 2088,Kai Thorpe,0450 958 500,0,0,,,28.78
3127,FSDT-Single,13 Lockyer Avenue ,Albany,6330,WA,Trading,+61 8 9842 1314,Kellie Garner,0402 296 964,0,0,,,28.78
3129,FSDT-Single,47 Yirrigan Drive,Mirrabooka,6061,WA,Trading,+61 8 9344 6530,Rajen Koradia,0411 107 288,0,0,,,26.39
3130,FSDT-Single,"158 Jull St, Armadale WA ",Armadale,6112,WA,Trading,+61 8 9399 7788,Kai Thorpe,0450 958 500,0,0,,,26.39
3131,Inline,"R&I Building, 92 William St.",Perth (William St),6000,WA,Trading,+61 8 9321 8501,Jacqui Hansen,0417 092 044,0,0,,,26.39
3132,FSDT-Single,Lakeside Joondalup Shopping Centre - Joondalup Drive,Joonddalup,6027,WA,Trading,+61 8 9300 3944,Rajen Koradia,0411 107 288,0,0,,,26.39
3136,FSDT-Single,1874 Marmion Ave,Clarkson,6030,WA,Trading,+61 8 9407 7455,Rajen Koradia,0411 107 288,0,0,,,26.39
3138,FSDT-Single,"Pad Site 1, Karrinyup Shopping Centre, Karrinyup Road",Karrinyup,6018,WA,Trading,+61 8 9446 2582,Jacqui Hansen,0417 092 044,0,1,,1DT,26.39
3139,FSDT-Single,Cnr. Wambro Sound Ave & Port Kennedy Dve ,Port Kennedy,6172,WA,Trading,+61 8 9524 5920,Kellie Garner,0402 296 964,0,0,,,25.82
3140,FSDT-Single,Corner Safety Bay Rd & Baldivis Rd ,Baldivis,6171,WA,Trading,+61 8 9524 3071,Todd Gooch,0433 125 107,0,0,,,26.39
3141,FSDT-Single,7359 Great Eastern Highway,Mundaring,6073,WA,Trading,+61 8 9295 6933,Todd Gooch,0433 125 107,0,0,,,26.39
3143,FSDT-Single,Cnr Gnangara Rd & Henley Brook Ave,Ellenbrook,6069,WA,Trading,+61 8 92971646,Rajen Koradia,0411 107 288,0,0,,,26.39
3145,FSDT-Single,1378 Marmion Avenue,Jindalee,6036,WA,Trading,+61 8 9562 5439,Rajen Koradia,0411 107 288,0,0,,,26.39
3147,FSDT-Single,Newpark Shopping Centre Marangaroo,Girrawheen,6064,WA,Trading,+61 8 9343 6059,Rajen Koradia,0411 107 288,0,0,,,26.39
3149,FSDT-Dual,"16 Commerce Street, Malaga WA ",Malaga,6090,WA,Trading,+ 61 8 9248 4255,Jacqui Hansen,0417 092 044,0,0,,2DTDD,26.39
3152,FSDT-Single,"Banksia Grove Village, 1000 Joondalup Drive, Banksia Grove",Banksia Grove,6031,WA,Trading, +61 8 9306 1855,Rajen Koradia,0411 107 288,0,0,,,26.39
3153,FSDT-Single,1 Beenyup Road,Byford,6122,WA,Trading, + 61 8 9526 8676,Kai Thorpe,0450 958 500,0,0,,,26.39
3154,FSDT-Single,"2903 Albany Highway, KELMSCOTT, ?WA ?",Kelmscott,6111,WA,Trading,? + 61 8 9390 0799,Kai Thorpe,0450 958 500,0,0,,,26.39
3155,FSDT-Dual,Corner Armadale Road & Alex Wood Drive FORRESTDALE WA ,Forrestdale,6112,WA,Trading,+ 61 8 9498 3870,Kai Thorpe,0450 958 500,0,0,,,26.39
3156,FSDT-Dual,514-516 Kalamunda Road,High Wycombe,6057,WA,Trading,+61 8 9454 6034,Todd Gooch,0433 125 107,0,0,,,26.39
3158,FSDT-Dual,Cnr Morrison Rd + Farrell Rd,Midvale,6056,WA,Trading,+61 8 9250 7255,Todd Gooch,0433 125 107,0,0,,,26.39
3159,DT-Single,46 Meares Avenue Kwinana Town Centre WA ,Kwinana,6167,WA,Trading,? + 61 8 9419 4770,Kellie Garner,0402 296 964,0,0,,2DTD,25.82
3160,DT-Single,"9 Armadale Road, Jandakot Cockburn Central WA ",Cockburn,6164,WA,Trading,+61 8 6392 7356,Kellie Garner,0402 296 964,0,0,,2DTD,26.39
3161,DT-Single,"882 Canning Highway, Applecross, WA ",Applecross,6153,WA,Trading,,Alice Townley,0402 763 560,0,0,,,26.39
3162,DT-Dual,"Corner Nicholson Road near Yellowwood Avenue, Piara Water, WA ",Harrisdale,6112,WA,Trading,+61 8 6391 7495,Kai Thorpe,0450 958 500,0,0,,2DTD,26.39
3163,FSDT-Dual,"804L Beeliar Drive, Yangebup WA ",Beeliar,6164,WA,Trading,+61 8 6392 8541,Alice Townley,0402 763 560,0,0,,,26.39
3164,FSDT,"Lot 311, 1 Niche Parade Wangara",Wangara,6065,WA,Construction,,Rajen Koradia,0411 107 288,0,0,,,
3165,FSDT-Dual,232 (lot 310) Orrong Road Carlisle,Carlisle,6101,WA,Trading,+61 8 6263 7677,Jacqui Hansen,0417 092 044,0,0,,,26.39
3166,FSDT-Single,"Lot 100, 1377 - 1381 Albany Highway Cannington WA ",Cannington Carousel,6107,WA,Trading,? + 61 8 6263 5925,Todd Gooch,0433 125 107,0,0,,,26.39
3167,FSDT-Dual,"Lot 1, Corner of Tiffany  & Norton Promenade, Dalyellup WA ",Dalyellup,6230,WA,Trading,+61 8 9789 9629,Kellie Garner,0402 296 964,0,0,,,25.82
3169,FSDT-Dual,774 Great Eastern Highway Redcliffe WA ,Redcliffe,6104,WA,Trading,,Todd Gooch,0433 125 107,0,0,,,25.82
3170,FSDT-Dual,"Meadow Springs Drive, Meadow Springs WA ",Meadow Springs,6210,WA,Trading,+61 8 9542 9484,Kellie Garner,0402 296 964,0,0,,,25.82
3171,Pop Up,"34 Goddard St, Lathlain Park, Lathlain WA ",Lathlain Park,6100,WA,Trading,,Jacqui Hansen,0417 092 044,0,0,,,26.39
3172,FSDT,"Corner Cockatoo Street & Dampier Hwy, Karratha",Karratha,6714,WA,Trading, +61 8 9116 4880,Todd Gooch,0433 125 107,0,1,,1DT,
3104,FSDT-Dual,36 Hardey Road,Belmont WA,6104,WA,Trading,+61 8 9277 6267,Jacqui Hansen,0417 092 044,0,0,,2DT,26.39
3106,FSDT-Single,226-232 Great Eastern Highway,Midland,6056,WA,Trading,+61 8 9274 3671,Todd Gooch,0433 125 107,0,0,,1DT,26.39
3108,FSDT-Single,"Whitfords S/C, Whitfords Ave",Hillarys (Whitfords),6025,WA,Trading,+61 8 9307 6733,Rajen Koradia,0411 107 288,0,0,,1DT,26.39
8000,Inline,"Site 1.C.209 Virgin Domestic Pier, ?383 Horrie Miller Drive; PERTH AIRPORT WA ",Perth Virgin,6105,WA,Temp Closure,,Nik Malesevic,0419 977 149,0,0,,,26.39
8001,Inline,"Perth International Airport Site 1.C.56 383 Horrie Miller Drive, PERTH WA ",Perth International,6105,WA,Trading,,Nik Malesevic,0419 977 149,0,0,,,26.39
3111,FSDT-Single,476 Wanneroo Road,Balga,6061,WA,Trading,+61 8 9344 3975,Jacqui Hansen,0417 092 044,0,0,,1DT,26.39
3115,FSDT-Single,15 Canning Highway,South Perth,6151,WA,Trading,+61 8  9474 2209,Jacqui Hansen,0417 092 044,0,0,,1DT,26.39
3116,FSDT-Single,23 Boulder Road,Kalgoorlie,6430,WA,Trading,+61 8 9021 3555,Todd Gooch,0433 125 107,0,0,,1DT,26.39
3119,FSDT-Single,330 Pinjarra Rd. ,Mandurah,6210,WA,Trading,+61 8 9581 4439,Kellie Garner,0402 296 964,0,0,,1DT,25.82
3128,FSDT-Dual,2 Leghorn Street,Rockingham,6168,WA,Trading,+61 8 9592 4994,Kellie Garner,0402 296 964,0,0,,2DT,25.82
3133,FSDT-Single,Corner Hay & Dennis Street,Subiaco,6008,WA,Trading,+61 8 9381 5364,Jacqui Hansen,0417 092 044,0,0,,1DT,26.39
3134,FSDT-Single,South Lakes S/C - Forrest Road,South Lakes,6164,WA,Trading,+61 8 9417 8633,Alice Townley,0402 763 560,0,0,,1DT,26.39
3135,FSDT-Single,"Lot 303, 3-5, Marshall Road",Myaree,6154,WA,Trading,+61 8 9330 8222,Alice Townley,0402 763 560,0,0,,1DT,26.39
3137,FSDT-Single,"Lot 235, 100 Ranford Road",Livingston,6155,WA,Trading,+61 8 9455 4830,Kai Thorpe,0450 958 500,0,0,,1DT,26.39
3142,FSDT-Single,Cnr Old Coast Rd & Mercedes Ave,Falcon,6210,WA,Trading,+61 8 9534 6381,Kellie Garner,0402 296 964,0,0,,1DT,25.82
3144,FSDT-Single,Cnr Wanneroo Road & Shaw Road,Wanneroo,6065,WA,Trading,+61 8 9206 3194,Jacqui Hansen,0417 092 044,0,0,,1DT,26.39
3146,FSDT-Single,20 Strelitzia Avenue,Forrestfield,6058,WA,Trading,+61 8 9453 6499,Todd Gooch,0433 125 107,0,0,,1DT,26.39
3148,FSDT-Single,16 Albert St,Busselton,6280,WA,Trading,+61 8 9752 3882,Kellie Garner,0402 296 964,0,0,,1DT,26.39
3150,Co-Brand-Single,"222 Manning Road, Karawara",Karawara,6152,WA,Trading,+ 61 8 9313 3915,Alice Townley,0402 763 560,0,0,,1DT,26.39
3151,FSDT-Single,"Eaton Fair Shoppping centre, 1 Recreation drive, Eaton ",Eaton Fair,6232,WA,Trading,+ 61 8? 9725 1282,Kellie Garner,0402 296 964,0,0,,1DT,25.82
3157,FSDT-Single,"46 Gwendoline Drive, Beldon WA ",Beldon,6027,WA,Trading,+61 8 9402 3205,Jacqui Hansen,0417 092 044,0,0,,1DT,26.39
